,Unnamed: 0,title,date,stock,sub_category,sub_category_predicted_score,parent_category,parent_predicted_score,TRUE LABEL
945,1289386,"UFP Technologies Q1 EPS $0.520 Up From $0.500 YoY, Sales $48.277M Up From $47.328M YoY",2020-05-05 08:44:00-04:00,UFPT,Earnings,0.570218325,Company News,0.425925136,
123,1244822,Tofutti Brands Inc. Reports Q1 EPS of $0.02; Revenue of $3.90M,2014-05-13 11:14:00-04:00,TOF,Earnings,0.570290446,Company News,0.620093107,
904,323801,Mid-Afternoon Market Update: Crane Rises On Upbeat Earnings; Dipexium Shares Fall,2016-10-25 15:22:00-04:00,CWEI,Earnings,0.571634412,Company News,0.415880054,
980,783054,"Existing Home Sales Rise 4.57M, Less than Expected",2012-02-22 10:17:00-05:00,LPX,Real Estate Trends,0.572741985,Market Trends,0.329901367,
756,346179,"China's Economy Cools, Crude Oil Rises",2011-07-13 02:51:00-04:00,DDP,Commodity Prices,0.573816538,Economic Indicators,0.456519872,
770,1073299,Radware Reports Q4  EPS $0.42 vs $0.37 Est; Revenues $45.1M vs $44.3M Est,2012-02-01 06:46:00-05:00,RDWR,Earnings,0.574471056,Company News,0.64233017,
175,1173026,Sequential Brands Reports Launch of Office by Martha Stewart Exclusively at Staples,2016-02-22 08:14:00-05:00,SPLS,Product Launches,0.575986981,Company News,0.696440578,
847,291502,"Shares of Catalyst Pharma Resume Trade, Now Up ~20%",2014-09-29 16:38:00-04:00,CPRX,Stock Trends,0.576104403,Investment News,0.515209377,
304,145151,Stocks Hitting 52-Week Highs,2012-09-18 10:38:00-04:00,BBSI,Stock Trends,0.582548857,Market Trends,0.365242034,
305,145151,Stocks Hitting 52-Week Highs,2012-09-18 10:38:00-04:00,BBSI,Stock Trends,0.582548857,Market Trends,0.365242034,
306,1124821,Stocks Hitting 52-Week Highs,2014-02-05 10:08:00-05:00,SEV,Stock Trends,0.582548857,Market Trends,0.365242034,
307,1124821,Stocks Hitting 52-Week Highs,2014-02-05 10:08:00-05:00,SEV,Stock Trends,0.582548857,Market Trends,0.365242034,
1098,421799,17 Oil & Gas Midstream Stocks Moving In Friday's Session,2020-01-24 12:50:00-05:00,ENBL,Stock Trends,0.582805812,Market Trends,0.336359441,
190,1374147,"Woodward, Inc. Reports Q1 EPS of $0.34 vs $0.40 Est",2014-01-21 16:00:00-05:00,WWD,Earnings,0.587062299,Company News,0.647516549,
1148,637071,"Morgan Stanley Favors Truckloads Over Rails Into Q1 Earnings, Expects CHRW, ECHO, XPO & JBHT To Beat Estimates, Sees CSX, UNP, KSU, HUBG & EXPD Missing Estimates",2016-04-04 06:45:00-04:00,HUBG,Earnings,0.589887977,Investment News,0.306919158,
367,1033871,Park National Corporation Beats Estimates on Solid 2Q Results (PRK),2010-07-20 10:13:00-04:00,PRK,Earnings,0.591636062,Company News,0.482327223,
1149,1309611,"Vonage Reports Q3 EPS $0.02 Vs Est $0.06, Sales $223.4M Vs Est $221.26M",2015-11-04 08:02:00-05:00,VG,Earnings,0.593084753,Company News,0.57109952,
163,256882,Euro Tech Holdings Shares Rise 55% Premarket Following Earnings Report; Co Says Positive about Ballast Water Business,2018-05-15 07:40:00-04:00,CLWT,Earnings,0.593120813,Company News,0.47324869,
934,886562,Shares of several oil & gas stocks are trading higher after crude futures settled up.,2019-03-20 16:02:00-04:00,NBL,Commodity Prices,0.593968809,Market Trends,0.345943481,
364,158490,Sotheby's Reports Q1 EPS of $(0.33) vs $(0.12) Est; Revenue of $101.70M vs $116.90M Est,2013-05-09 16:02:00-04:00,BID,Earnings,0.595108926,Company News,0.571897089,
570,711140,10 Technology Companies that Matter,2011-06-04 11:43:00-04:00,JNPR,Tech Developments,0.596265614,Investment News,0.292947203,
449,1371655,"The Wet Seal Jumps After Q1 Results, Guidance ",2013-05-28 20:01:00-04:00,WTSL,Earnings,0.596532166,Company News,0.311349213,
331,1083191,President Barack Obama Now Speaking on Gun Control,2012-12-19 12:02:00-05:00,RGR,Leadership,0.597977221,Company News,0.327152789,
1073,1329654,Vivint Solar Approves Merger Agreement With SunEdison,2016-02-25 08:19:00-05:00,VSLR,M&A,0.599030614,Company News,0.444318861,
345,1172883,Staples Sees Q4 EPS $0.23 to $0.26 vs $0.27 Est,2016-11-17 06:06:00-05:00,SPLS,Earnings,0.603439629,Company News,0.57961899,
1123,392529,"Datawatch Reports Q1 EPS ($0.19) vs. Est. ($0.11), Rev. $7.06M vs. Est. $8.03M",2016-01-27 16:28:00-05:00,DWCH,Earnings,0.603467226,Company News,0.569019735,
1128,269810,"CNH Industrial N.V. Earlier Reported Q3 Adj. EPS $0.16 Beat $0.13 Estimate, Sales $6.27B Missed $6.99B Estimate",2018-11-07 09:21:00-05:00,CNHI,Earnings,0.603570104,Company News,0.606798768,
671,510457,URSA Major Minerals and Sagamok Anishnawbek First Nation Sign Impacts and Benefits Agreement for Shakespeare Project,2009-08-12 16:30:00-04:00,FOR,M&A,0.608524203,Company News,0.275294036,
947,836229,Mid-Afternoon Market Update: Gold Prices Fall Below $1200; MannKind Shares Spike Higher,2018-09-04 14:35:00-04:00,MNKD,Commodity Prices,0.610304952,Market Trends,0.528820753,
852,1366728,Option Alert: WPX En May 12.0 Calls Sweep: 1596 @  ASK  $1.05: 1675 traded vs 1518 OI:  Earnings 5/3 After Close (est)  $11.94 Ref,2017-03-08 15:38:00-05:00,WPX,Earnings,0.612300217,Company News,0.261735529,
867,1269598,"TTM Tech Reports Q4 EPS $0.31 Vs Est $0.24, Sales $668.9M Vs Est $655.37M",2016-02-04 16:09:00-05:00,TTMI,Earnings,0.613622725,Company News,0.563530505,
690,886263,Neurocrine Biosciences Spikes Higher,2013-09-03 14:36:00-04:00,NBIX,Stock Trends,0.613647699,Market Trends,0.391238481,
294,1094408,Rambus Reports Q3 EPS $0.08 May Not Compare to $-0.23 Est; Revenues $57.5M vs $56.00M Est,2012-10-18 16:10:00-04:00,RMBS,Earnings,0.615146101,Company News,0.669184625,
1135,1081315,Mid-Afternoon Market Update: Crude Oil Down 2%; KKR Shares Slide Following Q1 Results,2016-04-25 14:31:00-04:00,RFP,Commodity Prices,0.61819756,Market Trends,0.351515144,
391,164432,"BIOLASE Reports Q4 EPS $(0.05) vs $(0.04) Est., Sales $12.6M vs $13.8M Est.",2018-03-14 16:10:00-04:00,BIOL,Earnings,0.621447921,Company News,0.512703061,
297,270440,Canadian National Railway Company Reports Q4 EPS of $0.76 vs $0.78 Est; Revenue of $2.75B vs $2.75B Est,2014-01-30 16:03:00-05:00,CNI,Earnings,0.621836841,Company News,0.683737636,
1143,1125253,Servisfirst Bancshares Q2 Earnings Preview,2019-07-15 07:21:00-04:00,SFBS,Earnings,0.626217127,Company News,0.428616107,
1142,1234921,"AP Tweets: 'MORE: WHO official says if response to the Ebola crisis isn't stepped up within 60 days, more people will die: http://apne.ws/1v7WaVO '",2014-10-14 08:51:00-04:00,TKMR,Health Crises,0.627769232,Global Events,0.544322371,
495,723713,"Keryx Biopharmaceuticals, Inc. Reports Q4 EPS of $(0.21) vs $(0.16) Est",2014-03-12 16:30:00-04:00,KERX,Earnings,0.628463864,Company News,0.579282343,
149,28413,Owning Gold Is Gone With The Wind (GLD),2011-01-05 15:54:00-05:00,ADP,Commodity Prices,0.6332708,Market Trends,0.296248198,
971,370497,"Deluxe Updates Acquisition of Treasury Management Business Expectations, Now Expects Delayed Completion Date From Q2 to Q3 And As Such Cuts Forecast For Acquisition's Addition to Annual Revenue From $90M to $36M",2018-06-18 16:35:00-04:00,DLX,M&A,0.634120762,Company News,0.543424487,
752,134502,"Worries Over Progress On Trade, Earnings Uncertainty Cloud Market Sentiment",2019-07-18 10:21:00-04:00,BAC,Earnings,0.635767639,Economic Indicators,0.467966825,
347,64228,"Astro-Med Q2 EPS $0.17 Up From $0.11 YoY, Sales $33.8M Up From $27.483M YoY",2018-08-22 07:30:00-04:00,ALOT,Earnings,0.638332367,Company News,0.418191016,
1050,160354,Bidu Falls 7% on Mixed Earnings Report,2012-04-24 16:04:00-04:00,BIDU,Earnings,0.638706326,Economic Indicators,0.300685704,
604,341084,Brent Under Pressure Following OPEC Meeting,2013-12-05 06:47:00-05:00,DBE,Commodity Prices,0.647018194,Global Events,0.36736846,
624,1164422,Mid-Day Market Update: Crude Oil Dips 5%; Sky-mobi Shares Fall After Q2 Results,2015-08-24 12:42:00-04:00,SO,Commodity Prices,0.651944578,Market Trends,0.462780684,
1096,858132,Mid-Afternoon Market Update: Crude Oil Down Over 4%; CalAmp Shares Surge After Strong Q4 Results,2017-04-19 14:32:00-04:00,MS,Commodity Prices,0.652709723,Market Trends,0.329399437,
1134,351112,"DepoMed Shares Up Off The Open, Traders Mentioning M&A Chatter",2017-01-04 09:55:00-05:00,DEPO,M&A,0.657709599,Company News,0.306799829,
195,863319,MSC Industrial Direct Reports Q1 EPS of $0.95 vs $0.98 Est; Revenue of $731.10M vs $732.87M Est,2015-01-07 07:01:00-05:00,MSM,Earnings,0.65784198,Company News,0.613920271,
587,761918,"LINN Energy, LinnCo, Berry Petroleum Amend Merger Agreement ",2013-11-04 07:05:00-05:00,LINE,M&A,0.662051141,Industry Updates,0.393457472,M&A
316,110158,Sterne Agee Remains Bullish On Activision Blizzard Following Earnings,2014-11-05 11:10:00-05:00,ATVI,Earnings,0.665325642,Investment News,0.498254359,
842,737677,24 Industrials Stocks Moving In Thursday's After-Market Session,2019-08-02 04:33:00-04:00,KODK,Stock Trends,0.668375313,Market Trends,0.361794502,
1080,951858,"ONEOK and ONEOK Partners Raise 2010 Earnings Guidance (OKE, OKS)",2010-09-30 16:07:00-04:00,OKE,Earnings,0.670941353,Company News,0.4716824,
380,696122,Option Alert: JetBlue Jan 21.0 Calls Sweep: 797 @  ASK  $1.35: 874 traded vs 11k OI:  Earnings 1/26 Before Open (est)  $22.15 Ref,2017-01-09 12:46:00-05:00,JBLU,Earnings,0.671733558,Company News,0.343129545,
567,1332832,"Wells Fargo Lowering Earnings Estimates (CWT, EGN, HK, SM, PFG,  DVA, HLS, VVUS, SNH)",2010-08-03 09:04:00-04:00,VVUS,Earnings,0.675536156,Company News,0.471497834,
865,1297210,Earnings Scheduled For November 14,2011-11-14 04:24:00-05:00,URBN,Earnings,0.680880487,Company News,0.272135198,
423,907781,Earnings Scheduled For August 22,2011-08-22 03:18:00-04:00,NM,Earnings,0.682055771,Company News,0.254876643,
1184,705977,JinkoSolar Launches Eagle Solar Module ,2013-01-18 06:07:00-05:00,JKS,Product Launches,0.682510495,Company News,0.389451236,
536,998791,"PetSmart Reports Q4 EPS $1.32 Vs Est $1.38, Sales $1.91B Vs Est $1.87B",2015-03-04 09:00:00-05:00,PETM,Earnings,0.683350205,Company News,0.62669009,
1151,765283,"Limelight Networks Q2 EPS $0.04 Beats $0.03 Estimate, Sales $50.249M Beat $49.63M Estimate",2018-07-19 16:01:00-04:00,LLNW,Earnings,0.683710873,Company News,0.477410913,
554,709484,Earnings Scheduled For April 17,2012-04-17 06:46:00-04:00,JNJ,Earnings,0.688882887,Company News,0.256657779,
431,756646,Option Alert: LEN Jun16 47.0 Calls: 500 @  ASK  $0.45: 2507 traded vs 857 OI:  Earnings 6/22  $45.54 Ref,2016-05-26 12:16:00-04:00,LEN,Earnings,0.693264484,Market Trends,0.242688954,
442,328077,"Cyclacel Pharmaceuticals, Inc. Reports Q4 EPS of $(0.59), Down 20% YOY",2013-03-27 16:07:00-04:00,CYCC,Earnings,0.695622563,Company News,0.617828071,
595,214785,"Caterpillar's Luis de Leon, VP of Mining Products Unit, Leaving",2013-01-18 12:01:00-05:00,CAT,Employment,0.702402711,Company News,0.643874347,
1047,248646,25 Tactical Trades Goldman Sachs Is Watching Amid Earnings Season,2015-10-08 13:47:00-04:00,CL,Earnings,0.705556452,Company News,0.301223695,
883,619738,Horace Mann Educator Shares Up 7% Following Q3 Earnings Tues.,2017-10-25 13:16:00-04:00,HMN,Earnings,0.706359863,Company News,0.371765345,
1077,68103,"Antero Midstream Partners Q3 EPS $0.44 Beats $0.41 Estimate, Sales $266.21M Beat $235.8M Estimate",2018-10-31 16:59:00-04:00,AM,Earnings,0.707749367,Company News,0.433563769,
374,280738,"Cooper Q3 EPS $3.00 Misses $3.07 Estimate, Sales $660M Beat $652.86M Estimate",2018-08-30 16:15:00-04:00,COO,Earnings,0.71303612,Company News,0.552619755,
219,1016991,10 Industrials Stocks Moving In Thursday's Pre-Market Session,2020-03-05 07:55:00-05:00,PLUG,Stock Trends,0.71928519,Market Trends,0.390447736,
985,726454,Kingold Jewelry Inc. Reports Q2 EPS of $0.25,2014-08-13 16:37:00-04:00,KGJI,Earnings,0.722959995,Company News,0.652442515,
43,1026546,"Powell Industries Reports Q4 EPS $(0.42) vs $(0.19) Est., Sales $95M vs $94M Est.",2017-12-05 16:20:00-05:00,POWL,Earnings,0.726183534,Company News,0.625206828,
868,945118,"Ocwen Financial Q2 EPS $(0.67) Misses $(0.36) Estimate, Sales $242.51M Miss $295.5M Estimate",2019-08-06 06:48:00-04:00,OCN,Earnings,0.730532348,Company News,0.397064298,
422,444734,Earnings Roundup,2011-08-02 09:30:00-04:00,ETR,Earnings,0.731293082,Economic Indicators,0.452077866,
841,340634,"Diebold Q2 EPS $(0.21) Misses $0.02 Estimate, Sales $1.105B Beat $1.1B Estimate",2018-08-01 07:04:00-04:00,DBD,Earnings,0.732654393,Company News,0.531992197,
167,832999,Dow Earnings: Big Expectations For Caterpillar And 3M,2018-01-21 09:16:00-05:00,MMM,Earnings,0.732818484,Company News,0.352630973,
156,750929,Lakeland Industries to Report Q2 FY11 Results (LAKE),2010-09-02 10:33:00-04:00,LAKE,Earnings,0.736878753,Company News,0.508881927,
437,271361,"Earnings Preview: Stryker EPS, Revenue Expected to Rise from Previous Quarter",2011-07-19 12:39:00-04:00,CNMD,Earnings,0.740100563,Company News,0.45536384,
231,48187,"CONSOL Energy Earnings Preview: Revenue, Earnings Expected to Fall from Previous Quarter",2011-07-25 13:49:00-04:00,AHGP,Earnings,0.740798175,Company News,0.488685608,
592,1058498,"Earnings Scheduled For May 19, 2016",2016-05-19 04:12:00-04:00,QSII,Earnings,0.742405653,Company News,0.292702138,
767,327619,"Earnings Scheduled For August 20, 2015",2015-08-20 04:25:00-04:00,CYBX,Earnings,0.746870995,Company News,0.270855665,
788,1304271,Valaris Q3 EPS $(1.27) vs $(1.32) QoQ,2019-10-30 17:57:00-04:00,VAL,Earnings,0.748516381,Company News,0.350298464,
775,81720,Portfolio Manager Minyi Chen On Why Certain Companies Are Likely M&A Targets,2015-05-18 16:39:00-04:00,ANTM,M&A,0.749280274,Investment News,0.434316993,
1035,846771,"Earnings Scheduled For August 28, 2012",2012-08-28 00:12:00-04:00,MOV,Earnings,0.750184119,Company News,0.260077,
483,311717,CTI Industries Corporation Reports Q4 EPS of $(0.07) Which May Not Compare $0.07 Est; Revenue of $12.13M Which May Not Compare $13.77M Est,2013-03-21 07:06:00-04:00,CTIB,Earnings,0.750253141,Company News,0.676139295,
662,1138029,"Earnings Scheduled For March 24, 2016",2016-03-24 04:06:00-04:00,SIG,Earnings,0.75041163,Company News,0.266525477,
136,751367,"Earnings Scheduled For August 23, 2012",2012-08-23 04:33:00-04:00,LANC,Earnings,0.750481427,Company News,0.258248091,
186,199069,"Earnings Scheduled For April 23, 2020",2020-04-23 04:23:00-04:00,BX,Earnings,0.75078851,Investment News,0.258710355,
1045,56274,"Earnings Scheduled For April 26, 2016",2016-04-26 04:26:00-04:00,AKS,Earnings,0.753980219,Company News,0.27112776,
955,150477,"Earnings Scheduled For August 6, 2015",2015-08-06 04:15:00-04:00,BDX,Earnings,0.754224956,Company News,0.284849644,
1053,847435,Merger Monday Makes A Return,2018-04-30 15:24:00-04:00,MPC,M&A,0.756340742,Market Trends,0.350331873,
147,836250,"MannKind Q1 EPS $(0.25) Misses $(0.23) Estimate, Sales $3.465M Miss $4.24M Estimate",2018-05-09 16:02:00-04:00,MNKD,Earnings,0.758016825,Company News,0.392875969,
412,882122,"Earnings Scheduled For November 11, 2015",2015-11-11 04:52:00-05:00,NAT,Earnings,0.759157658,Company News,0.291526169,
447,128172,Celgene's Q2 Earnings Call: Highlights & Analyst Commentary,2015-07-23 13:04:00-04:00,AZN,Earnings,0.760064483,Investment News,0.402417243,
646,149494,"Earnings Scheduled For March 14, 2016",2016-03-14 04:22:00-04:00,BDE,Earnings,0.760082066,Company News,0.274739802,
486,1016260,"Preformed Line Products Company Reports Q2 EPS $0.68, Sales $87.9M, no estimates",2015-08-06 09:07:00-04:00,PLPC,Earnings,0.76018101,Company News,0.782653153,
340,828429,"Earnings Scheduled For March 25, 2014",2014-03-25 05:08:00-04:00,MKC,Earnings,0.761322737,Company News,0.255747348,
475,5545,Mid-Morning Market Update: Markets Mostly Flat; CVS Health Issues Weak Forecast,2015-10-30 10:25:00-04:00,AAN,Health Crises,0.761416376,Company News,0.570816278,
1059,273189,"Earnings Scheduled For November 25, 2015",2015-11-25 04:17:00-05:00,CNTF,Earnings,0.761623144,Company News,0.276761174,
962,1397708,"Earnings Scheduled For July 28, 2015",2015-07-28 04:38:00-04:00,YELP,Earnings,0.765865922,Company News,0.272966385,
127,951711,"Earnings Scheduled For February 24, 2014",2014-02-24 04:55:00-05:00,OKE,Earnings,0.766183615,Company News,0.258468777,
544,1181663,Earnings Roundup For May 19,2011-05-19 09:28:00-04:00,SSI,Earnings,0.76911515,Economic Indicators,0.240297899,
1022,934510,"Earnings Scheduled For October 22, 2019",2019-10-22 05:40:00-04:00,NVS,Earnings,0.769560337,Company News,0.282229364,
148,235358,Church & Dwight Q2 Earnings Preview,2019-07-30 14:18:00-04:00,CHD,Earnings,0.770236015,Company News,0.63917321,
661,950473,ETF Weekly Preview: The Earnings Train Arrives,2015-10-12 07:05:00-04:00,OIH,Earnings,0.770992994,Investment News,0.684439301,
322,339750,Crude Oil Prices Continue Free Fall,2014-12-16 07:43:00-05:00,DBC,Commodity Prices,0.772203505,Market Trends,0.317901403,Commodity Prices
1027,992710,"Precision Drilling Q4 EPS $0.00 vs $(0.05) Estimate, Sales $427.01M Up From $347.187M YoY",2019-02-14 06:12:00-05:00,PDS,Earnings,0.775634885,Company News,0.476576358,
617,98548,"Earnings Scheduled For December 14, 2016",2016-12-14 05:33:00-05:00,ARWR,Earnings,0.77610594,Company News,0.284667164,
403,29570,"Earnings Scheduled For February 28, 2019",2019-02-28 04:08:00-05:00,ADSK,Earnings,0.779467165,Company News,0.284835637,
966,794691,"Earnings Scheduled For October 31, 2017",2017-10-31 04:12:00-04:00,MA,Earnings,0.784305811,Company News,0.257083505,
936,146279,"Build-A-Bear Workshop Reports Q3 EPS $0.09 vs $0.10 Est., Sales $82.4M vs $85.6M Est.",2017-10-26 06:47:00-04:00,BBW,Earnings,0.784425914,Company News,0.61100018,
415,1316113,"Vulcan Materials Q2 EPS $1.48 Beats $1.47 Estimate, Sales $1.328B Beat $1.3B Estimate",2019-07-25 08:06:00-04:00,VMC,Earnings,0.784718812,Company News,0.555356324,
958,1102808,"R.R. Donnelley & Sons Company Q3 Adj. EPS $0.31 Beats $0.21 Estimate, Sales $1.62B Beat $1.61B Estimate",2019-10-29 16:56:00-04:00,RRD,Earnings,0.790133178,Company News,0.748534322,
427,1162950,"Earnings Scheduled For July 31, 2017",2017-07-31 04:42:00-04:00,SNY,Earnings,0.790420353,Company News,0.263950944,
473,1014384,"Earnings Scheduled For June 11, 2018",2018-06-11 04:05:00-04:00,PLAY,Earnings,0.791253328,Company News,0.315295398,
122,746582,How Did The Rail Group's Earnings Look?,2017-01-20 09:34:00-05:00,KSU,Earnings,0.794812977,Company News,0.333500177,
178,980756,"Earnings Scheduled For October 2, 2018",2018-10-02 04:40:00-04:00,PAYX,Earnings,0.796210527,Company News,0.279920965,
1049,795353,"Earnings Expectations For The Week Of October 28: Apple, Facebook, GM and More",2013-10-27 19:10:00-04:00,MA,Earnings,0.801559985,Company News,0.29043743,
1154,873025,Earnings Expectations for the Week of September 24,2012-09-24 07:08:00-04:00,MU,Earnings,0.803146482,Economic Indicators,0.409718692,
1181,32141,Earnings Expectations for the Week of October 31,2011-10-30 11:31:00-04:00,AEE,Earnings,0.806188524,Economic Indicators,0.37951681,
408,884171,NaviSite Inc. Reports In-Line Earnings (NAVI),2010-10-07 16:53:00-04:00,NAVI,Earnings,0.814823449,Company News,0.470122844,
698,278502,Benzinga's Weekend M&A Chatter,2016-10-23 19:54:00-04:00,COL,M&A,0.817972779,Investment News,0.416846722,
653,712473,"Joe's Jeans Reports Q EPS $(0.03) vs $0.02 Est; Revenues $24.2M vs $27.85M Est			",2011-10-11 16:00:00-04:00,JOEZ,Earnings,0.820656657,Company News,0.742185771,
